,topic_id,prompt,comment
391,BRVMOT06500,BRVMOT06500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 06 , 08 , 09 , 12 , 20 , 25 จำนวนเงินจำกัดความรับผิด TPBI ต่อคนต้องระบุค่า EndorsementType  in( '06','08','09','12','20','25') , TPBISIPersonAmt ห้ามเป็นค่าว่าง"
392,BRVMOT06510,BRVMOT06510 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 06 , 08 , 09 , 12 , 20 , 25 จำนวนเงินจำกัดความรับผิด TPBI ต่อครั้งต้องระบุค่า EndorsementType  in( '06','08','09','12','20','25') , TPBISIEventAmt ห้ามเป็นค่าว่าง"
393,BRVMOT06520,BRVMOT06520 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 06 , 08 , 09 , 12 , 18 , 20 , 22 , 25 เบี้ยประกันภัยพื้นฐานต้องระบุค่า EndorsementType  in( '06','08','09','12','18','20','22','25') , BasePremium ห้ามเป็นค่าว่าง"
394,BRVMOT06530,BRVMOT06530 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 05 -10 , 12 , 17-20 , 22, 25-29 เบี้ยประกันภัยสุทธิหลักต้องระบุค่า EndorsementType  in( 05 -10 , 12 , 17-20 , 22, 25-29 ) , CoveragePrem ห้ามเป็นค่าว่าง"
395,BRVMOT06540,BRVMOT06540 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.01 , 20 จำนวนเงินคุ้มครองตาม ร.ย. 01 ต่อผู้ขับขี่ กรณี บาดเจ็บ สูญเสียอวัยวะ ทุพพลภาพถาวรต้องระบุค่ EndorsementType in( '01','20'), EX01DriverSIPermanent ห้ามเป็นค่าว่าง"
396,BRVMOT06550,BRVMOT06550 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.01 , 20 จำนวนเงินคุ้มครองตาม ร.ย. 01 ต่อผู้โดยสาร 1 คนกรณี บาดเจ็บ สูญเสียอวัยวะ ทุพพลภาพถาวรต้องระบุค่า EndorsementType  in( '06','09','17','25') , EX01PassengerSIPermanent ห้ามเป็นค่าว่าง"
397,BRVMOT06560,BRVMOT06560 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.01 , 20จำนวนผู้โดยสารตาม ร.ย.01 กรณีบาดเจ็บ สูญเสียอวัยวะ ทุพพลภาพถาวรต้องระบุค่า EndorsementType  in( '01,'20') , EX01PassengerNumPermanent ห้ามเป็นค่าว่าง"
398,BRVMOT06570,BRVMOT06570 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.01 , 19 , 20 เบี้ยประกันสุทธิ รย.01 ไม่รวมทุพพลภาพชั่วคราวต้องระบุค่า EndorsementType  in( '01,'20') ,, EX01PermanentPremium ห้ามเป็นค่าว่าง"
399,BRVMOT06580,BRVMOT06580 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.01 , 20 เงินทดแทนต่อสัปดาห์กรณี ทุพพลภาพชั่วคราวต่อผู้ขับขี่ต้องระบุค่า EndorsementType  in( '01','20') , EX01TemporaryPremium ห้ามเป็นค่าว่าง"
400,BRVMOT06590,BRVMOT06590 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.01 , 20 เงินทดแทนต่อสัปดาห์กรณี ทุพพลภาพชั่วคราวต่อผู้โดยสาร 1 คนต้องระบุค่า EndorsementType  in ('01','20') , EX01CompensateDriver ห้ามเป็นค่าว่าง"
401,BRVMOT06600,BRVMOT06600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.01 , 20 จำนวนผู้โดยสารตาม ร.ย.01 กรณีทุพพลภาพชั่วคราวต้องระบุค่า EndorsementType  in( '01','20') , EX01CompensatePassenger ห้ามเป็นค่าว่าง"
402,BRVMOT06610,BRVMOT06610 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.01 , 05 , 19 , 20 เบี้ยประกันสุทธิ รย.01 กรณีทุพพลภาพชั่วคราวต้องระบุค่าEndorsementType  in( '01','20') ,  EX01PassengerNumTemporary ห้ามเป็นค่าว่าง"
403,BRVMOT06620,BRVMOT06620 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.02 , 20 จำนวนเงินคุ้มครองตาม ร.ย. 02 ต่อคนต้องระบุค่า  EndorsementType  in( '02,'20') , EX02SIAmt ห้ามเป็นค่าว่าง"
404,BRVMOT06630,BRVMOT06630 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.02 , 20 จำนวนคนที่ได้รับความคุ้มครองตาม ร.ย. 02ต้องระบุค่า EndorsementType  in( '02','20') , EX02Premium ห้ามเป็นค่าว่าง"
405,BRVMOT06640,BRVMOT06640 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.02 , 05 , 19 , 20 เบี้ยประกันภัยสุทธิ ตาม ร.ย. 02 ต้องระบุค่า  EndorsementType  in( '06','09','17','25') , XXX ห้ามเป็นค่าว่าง"
406,BRVMOT06650,BRVMOT06650 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.02 , 20 จำนวนเงินคุ้มครองการประกันตัวผู้ขับขี่ตาม ร.ย. 03ต้องระบุค่า EndorsementType  in( '02','20') , EX03SIAmt ห้ามเป็นค่าว่าง"
407,BRVMOT06660,BRVMOT06660 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.03 , 05 , 19 20 เบี้ยประกันสุทธิ ตาม ร.ย. 03  ต้องระบุค่า EndorsementType  in( '03','05','19','20') , EX03Premium ห้ามเป็นค่าว่าง"
408,BRVMOT06670,BRVMOT06670 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.01 , 20 รหัสประเทศที่ขยายอาณาเขตตาม  ร.ย.04 ต้องระบุค่า EndorsementType  in( '04’) , EX04TerritoryCountry ห้ามเป็นค่าว่าง"
409,BRVMOT06680,BRVMOT06680 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.04 , 05 , 19 เบี้ยประกันภัยตาม ร.ย. 04 ต้องระบุค่า EndorsementType  in( '04','05','19') , EX04PremiumAmt ห้ามเป็นค่าว่าง"
410,BRVMOT06690,BRVMOT06690 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.15 , 21 ค่าเสียหายส่วนแรกตาม OD ต้องระบุค่า EndorsementType  in( '15,'21') , ODDeductibleAmt ห้ามเป็นค่าว่าง"
411,BRVMOT06700,BRVMOT06700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.15 , 21 ส่วนลดเบี้ยค่าเสียหายส่วนแรกตาม OD ต้องระบุค่า EndorsementType  in( '15,'21') , ODDeductibleDiscountAmt ห้ามเป็นค่าว่าง"
412,BRVMOT06710,BRVMOT06710 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.15 , 21 เงินค่าเสียหายส่วนแรกตาม TPPDต้องระบุค่า EndorsementType  in( '15','21') , TPPDDeductibleAmt ห้ามเป็นค่าว่าง"
413,BRVMOT06720,BRVMOT06720 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.15 , 21 ส่วนลดค่าเสียหายส่วนแรกตาม TPPD  ต้องระบุค่า EndorsementType  in( '15','21') , TPPDDeductibleDiscountAmt ห้ามเป็นค่าว่าง"
414,BRVMOT06730,BRVMOT06730 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 % ส่วนลดประกันภัยกลุ่มต้องระบุค่า  EndorsementType  = '09' , DiscountFleetRate ห้ามเป็นค่าว่าง"
415,BRVMOT06740,BRVMOT06740 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.05-10 , 12 , 14-23 , 25-28 ส่วนลดประกันภัยกลุ่มต้องระบุค่า EndorsementType  in( 05-10 , 12 , 14-23 , 25-28) , DiscountFleetAmt ห้ามเป็นค่าว่าง"
416,BRVMOT06750,BRVMOT06750 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 รหัสของประวัติต้องระบุค่า EndorsementType  in( '09') , HistoryCode ห้ามเป็นค่าว่าง"
417,BRVMOT06760,BRVMOT06760 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 , 13 ขั้นส่วนลด/เพิ่มประวัติต้องระบุค่า EndorsementType  in('09','13') , NCBOrMalusRate ห้ามเป็นค่าว่าง"
418,BRVMOT06770,BRVMOT06770 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 , 13 %ส่วนลด/เพิ่มประวัติต้องระบุค่า EndorsementType  in( '09','13') , HistoryStep ห้ามเป็นค่าว่าง"
419,BRVMOT06780,BRVMOT06780 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.05-10 , 12-23 , 25-28 ส่วนลด/เพิ่มประวัติต้องระบุค่า EndorsementType  in( 05-10 , 12-23 , 25-28) , NCBOrMalusAmt ห้ามเป็นค่าว่าง"
420,BRVMOT06790,BRVMOT06790 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09, 13 ส่วนลดประวัติประกันภัยกลุ่มต้องระบุค่า EndorsementType  in( '09','13') , NCBFleetAmt ห้ามเป็นค่าว่าง"
421,BRVMOT06800,BRVMOT06800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 อัตราส่วนลดอื่นๆต้องระบุค่า EndorsementType  in( '09') , OtherDiscountRate ห้ามเป็นค่าว่าง"
422,BRVMOT06810,BRVMOT06810 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.05-12 , 15-22 , 25-28 ส่วนลดอื่นๆต้องระบุค่า EndorsementType  in( 05-12 , 15-22 , 25-28) , OtherDiscountAmt ห้ามเป็นค่าว่าง"
423,BRVMOT06820,BRVMOT06820 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 , 11 จำนวนเบี้ยประกันภัยสุทธิต้องระบุค่า EndorsementType  in( '06','09','17','25') , XXX ห้ามเป็นค่าว่าง"
424,BRVMOT07500,BRVMOT07500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการกรมธรรม์ไม่ผ่านการตรวจสอบ เนื่องจากรายการความคุ้มครองพิเศษพบข้อผิดพลาด ต้องแก้ไขรายการความคุ้มครองพิเศษให้ถูกต้อง
425,BRVMOT07600,BRVMOT07600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการความคุ้มครองพิเศษไม่ผ่านการตรวจสอบ เนื่องจากรายการกรมธรรม์พบข้อผิดพลาด ต้องแก้ไขรายการกรมธรรม์ให้ถูกต้อง
426,BRVMOT07700,BRVMOT07700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสลักหลังไม่ผ่านการตรวจสอบ เนื่องจากรายการความคุ้มครองพบข้อผิดพลาด ต้องแก้ไขรายการความคุ้มครองพิเศษให้ถูกต้อง
427,BRVMOT07800,BRVMOT07800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสลักหลังความคุ้มครองไม่ผ่านการตรวจสอบ เนื่องจากรายการสลักหลังพบข้อผิดพลาด ต้องแก้ไขรายการสลักหลังให้ถูกต้อง
428,BRVMOT07900,BRVMOT07900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหมไม่ผ่านการตรวจสอบ เนื่องจากรายการ OD & FT พบข้อผิดพลาด ต้องแก้ไขรายการสินไหม OD & FT  ให้ถูกต้อง
429,BRVMOT08000,BRVMOT08000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหมไม่ผ่านการตรวจสอบ เนื่องจากรายการ TPPBI พบข้อผิดพลาด  ต้องแก้ไขรายการสินไหม TPBI  ให้ถูกต้อง
430,BRVMOT08100,BRVMOT08100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหมไม่ผ่านการตรวจสอบ เนื่องจากรายการ TPPD พบข้อผิดพลาด ต้องแก้ไขรายการสินไหม TPPD  ให้ถูกต้อง
431,BRVMOT08200,BRVMOT08200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหมไม่ผ่านการตรวจสอบ เนื่องจากรายการความคุ้มครองเพิ่มเติม (ร.ย.) พบข้อผิดพลาด  ต้องแก้ไขรายการสินไหมความคุ้มครองเพิ่มเติมให้ถูกต้อง
432,BRVMOT08300,BRVMOT08300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหมไม่ผ่านการตรวจสอบ เนื่องจากรายการความคุ้มครองพิเศษพบข้อผิดพลาด  ต้องแก้ไขรายการสินไหมความคุ้มครองพิเศษให้ถูกต้อง
433,BRVMOT08400,BRVMOT08400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหม OD & FT ไม่ผ่านการตรวจสอบเนื่องจากรายการสินไหมพบข้อผิดพลาด  ต้องแก้ไขรายการสินไหมให้ถูกต้อง
434,BRVMOT08500,BRVMOT08500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหม TPBI ไม่ผ่านการตรวจสอบเนื่องจากรายการสินไหมพบข้อผิดพลาด ต้องแก้ไขรายการสินไหมให้ถูกต้อง
435,BRVMOT08600,BRVMOT08600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหม TPPD ไม่ผ่านการตรวจสอบเนื่องจากรายการสินไหมพบข้อผิดพลาด ต้องแก้ไขรายการสินไหมให้ถูกต้อง
436,BRVMOT08700,BRVMOT08700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหมความคุ้มครองเพิ่มเติมไม่ผ่านการตรวจสอบเนื่องจากรายการสินไหมพบข้อผิดพลาด ต้องแก้ไขรายการสินไหมให้ถูกต้อง
437,BRVMOT08800,BRVMOT08800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหมความคุ้มครองพิเศษไม่ผ่านการตรวจสอบเนื่องจากรายการสินไหมพบข้อผิดพลาด ต้องแก้ไขรายการสินไหมให้ถูกต้อง
438,BRVMOT09000,BRVMOT09000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รหัสจังหวัดรถคู่กรณีไม่พบข้อมูลในตารางอ้างอิง ต้องตรวจสอบกับข้อมูลอ้างอิง
439,BRVMOT09100,BRVMOT09100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รหัสประเทศถคู่กรณีไม่พบข้อมูลในตารางอ้างอิง ต้องตรวจสอบกับข้อมูลอ้างอิง
440,BRVMOT09510,BRVMOT09510 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสลักหลังไม่ผ่านการตรวจสอบ เนื่องจากรายการกรมธรรม์พบข้อผิดพลาด ต้องแก้ไขรายการกรมธรรม์ให้ถูกต้อง
441,BRVMOT09520,BRVMOT09520 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการรับ / คืน เบี้ยไม่ผ่านการตรวจสอบ เนื่องจากรายการกรมธรรม์พบข้อผิดพลาด ต้องแก้ไขรายการกรมธรรม์ให้ถูกต้อง
442,BRVMOT09530,BRVMOT09530 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหมทดแทนไม่ผ่านการตรวจสอบ เนื่องจากรายการกรมธรรม์พบข้อผิดพลาด ต้องแก้ไขรายการกรมธรรม์ให้ถูกต้อง
443,BRVMOT09540,BRVMOT09540 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหมทดแทนรับคืนไม่ผ่านการตรวจสอบ เนื่องจากรายสินไหมทดแทนพบข้อผิดพลาด ต้องแก้ไขรายการสินไหมทดแทนให้ถูกต้อง
444,BRVMOT09550,BRVMOT09550 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการจ่ายสินไหมไม่ผ่านการตรวจสอบ เนื่องจากรายสินไหมทดแทนพบข้อผิดพลาด  ต้องแก้ไขรายการสินไหมทดแทนให้ถูกต้อง
445,BRVMOT09560,BRVMOT09560 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการผู้ประสบภัยไม่ผ่านการตรวจสอบเนื่องจากรายการสินไหมทดแทนพบข้อผิดพลาดต้องแก้ไขรายการสินไหมทดแทนให้ถูกต้อง
